"","Income","Kidhome","Teenhome","Recency","Wines","Fruits","Meat","Fish","Sweets","Gold","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","AcceptedCmp6","Age","NumberofDayEnrolled","NumOfferAccepted2","TotalSpentAmount","FamilySize","IsParent","Education_Master","Education_PhD","Education_Undergraduate","Marital_Status_Married","Marital_Status_Other","Marital_Status_Single","Marital_Status_Together"
"1122",63285,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,76,736217,0,1103,0,0,0,0,0,0,1,0,0
"1123",21255,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,47,730677,0,61,2,1,1,0,0,0,0,0,1
"1124",42162,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,40,731104,1,145,2,1,0,0,0,0,0,0,1
"1125",54450,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,65,732991,0,684,3,1,0,0,0,0,0,0,1
"1126",57744,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,67,733660,0,411,2,1,0,1,0,1,0,0,0
"1127",26576,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,35,733326,1,27,1,1,0,0,0,0,0,1,0
"1128",57513,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,78,735975,0,1060,0,0,0,1,0,0,1,0,0
"1129",68142,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,57,727543,0,1459,2,1,0,0,0,0,0,0,1
"1130",7500,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,42,727543,0,18,2,1,0,0,0,1,0,0,0
"1131",83145,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,47,730069,1,1833,1,0,0,0,0,0,0,0,1
"1132",54197,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,61,737162,0,237,2,1,1,0,0,1,0,0,0
"1133",23091,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,58,728000,0,48,2,1,0,1,0,0,0,1,0
"1134",46049,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,45,730496,0,515,3,1,0,0,0,1,0,0,0
"1135",56715,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,47,736187,0,1020,1,0,0,0,0,0,0,0,1
"1136",79410,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,60,727635,0,1370,1,0,0,0,0,1,0,0,0
"1137",57304,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,70,734271,0,1026,2,1,0,0,0,1,0,0,0
"1138",44375,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,56,729888,0,301,2,1,0,0,0,1,0,0,0
"1139",54450,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,65,732991,0,684,3,1,0,0,0,0,0,0,1
"1140",59594,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,56,730769,1,499,2,1,0,0,0,1,0,0,0
"1141",80685,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,27,730100,0,1004,1,0,0,0,0,0,0,0,1
"1142",40344,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,47,733326,0,218,2,1,0,1,0,1,0,0,0
"1143",62710,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,49,729827,0,606,2,1,0,0,0,1,0,0,0
"1144",48985,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,53,736340,0,75,2,1,0,0,1,1,0,0,0
"1145",35322,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,53,730100,0,106,4,1,0,0,0,0,0,0,1
"1146",77142,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,73,727635,0,990,1,0,0,0,0,1,0,0,0
"1147",81657,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,52,730312,0,1097,0,0,0,0,0,0,0,1,0
"1148",14421,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,25,732107,1,16,1,0,0,0,1,1,0,0,0
"1149",20130,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,47,732079,0,34,1,0,0,0,1,1,0,0,0
"1150",74214,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,31,728639,0,1711,1,0,0,1,0,1,0,0,0
"1151",66726,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,64,733965,1,438,3,1,1,0,0,1,0,0,0
"1152",23724,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,42,735426,0,75,2,1,0,0,1,0,0,0,1
"1153",47353,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,61,733295,0,225,2,1,1,0,0,1,0,0,0
"1154",33444,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,69,736948,0,18,3,1,1,0,0,1,0,0,0
"1155",54386,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,40,732018,0,470,2,1,0,0,0,1,0,0,0
"1156",28510,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,40,733509,0,91,2,1,0,0,0,0,0,0,0
"1157",90638,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,30,733568,1,2525,0,0,1,0,0,0,0,1,0
"1158",48070,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,71,733599,0,504,2,1,0,0,0,0,0,0,1
"1159",43140,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,64,736521,0,235,2,1,0,0,0,1,0,0,0
"1160",54959,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,60,731408,1,1232,1,1,0,1,0,0,0,0,0
"1161",15056,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,63,737132,0,88,2,1,0,0,1,0,0,1,0
"1162",26954,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,50,735305,0,17,1,1,0,0,0,0,0,1,0
"1163",22327,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,36,737405,0,24,1,1,0,0,0,0,0,1,0
"1164",44393,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,56,730100,0,60,3,1,0,0,0,1,0,0,0
"1165",62000,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,69,729004,1,1020,1,1,0,1,0,0,0,1,0
"1166",31497,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,59,735822,0,155,2,1,0,1,0,0,0,0,1
"1167",45894,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,47,728455,0,51,3,1,0,0,1,1,0,0,0
"1168",78579,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,51,729978,0,1812,0,0,1,0,0,0,0,0,0
"1169",67369,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,52,731834,2,1461,1,1,1,0,0,0,1,0,0
"1170",58401,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,61,730952,0,96,1,1,0,0,0,0,0,0,0
"1171",62307,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,69,732107,0,160,1,1,0,0,0,0,0,1,0
"1172",43641,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,52,730222,0,139,3,1,1,0,0,1,0,0,0
"1173",63841,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,53,730587,0,908,1,1,1,0,0,0,0,0,0
"1174",46891,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,56,737739,0,183,2,1,0,0,1,1,0,0,0
"1175",70091,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,52,726966,1,1161,2,1,1,0,0,1,0,0,0
"1176",78075,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,49,736431,0,988,1,0,0,1,0,1,0,0,0
"1177",59184,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,60,734817,0,1072,1,1,0,0,1,0,1,0,0
"1178",54809,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,44,734087,0,174,3,1,0,0,0,1,0,0,0
"1179",58113,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,62,729216,0,758,2,1,0,0,0,1,0,0,0
"1180",51412,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,63,726691,0,195,2,1,1,0,0,1,0,0,0
"1181",15287,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,42,734422,1,31,1,1,0,0,0,0,0,0,0
"1182",66636,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,64,731926,0,1084,1,0,1,0,0,0,0,0,1
"1183",50965,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,65,731012,1,685,2,1,1,0,0,1,0,0,0
"1184",84618,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,56,730008,1,1672,1,0,0,1,0,1,0,0,0
"1185",18351,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,31,727482,0,43,1,0,0,0,0,1,0,0,0
"1186",40451,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,64,732473,1,49,3,1,0,1,0,0,0,0,1
"1187",36317,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,56,730192,0,133,2,1,0,0,0,0,0,0,1
"1188",42213,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,64,733691,1,363,2,1,0,0,0,0,0,0,1
"1189",65748,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,66,732779,0,545,2,1,0,0,0,0,0,0,1
"1190",77044,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,49,728213,1,1065,2,1,0,0,0,0,0,0,1
"1191",74918,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,52,733905,1,2047,1,0,0,0,0,0,0,0,1
"1192",56721,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,49,726752,0,296,3,1,0,0,0,1,0,0,0
"1193",42160,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,46,727969,0,140,2,1,0,0,0,0,0,1,0
"1194",61559,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,56,731957,0,530,1,1,0,0,0,0,0,1,0
"1195",33629,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,58,735213,0,152,3,1,0,1,0,0,0,0,1
"1196",68682,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,30,735883,0,1598,1,0,0,1,0,0,0,0,1
"1197",34377,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,58,731408,0,114,1,1,0,0,0,0,0,1,0
"1198",8940,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,35,730100,0,101,1,1,0,0,1,0,0,1,0
"1199",26228,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,48,730069,0,25,2,1,0,0,0,1,0,0,0
"1200",77297,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,64,728851,1,789,0,0,0,0,1,0,0,0,0
"1201",40211,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,40,727209,1,87,3,1,0,0,0,1,0,0,0
"1202",33438,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,63,730069,0,90,2,1,0,1,0,0,1,0,0
"1203",75032,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,62,728030,0,1215,2,1,0,1,0,1,0,0,0
"1204",61284,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,66,733691,1,811,0,0,0,1,0,0,0,1,0
"1205",22518,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,35,730039,1,61,2,1,0,0,0,1,0,0,0
"1206",54730,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,46,732657,0,405,2,1,1,0,0,1,0,0,0
"1207",38452,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,66,727331,0,72,3,1,1,0,0,1,0,0,0
"1208",44421,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,50,732838,0,189,2,1,0,0,0,0,0,0,0
"1209",38197,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,35,727604,0,40,2,1,0,1,0,0,0,0,1
"1210",41986,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,43,735029,0,63,1,1,0,0,0,0,0,0,0
"1211",28427,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,38,730618,0,52,2,1,0,0,0,0,0,0,1
"1212",37395,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,45,737497,0,39,2,1,0,1,0,0,0,0,1
"1213",64722,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,50,728731,0,805,2,1,0,0,0,1,0,0,0
"1214",55249,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,65,732048,0,130,2,1,1,0,0,0,0,0,1
"1215",84906,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,49,736613,3,1631,1,0,0,0,0,0,0,0,1
"1216",28691,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,32,736705,0,34,2,1,0,0,0,1,0,0,0
"1217",44213,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,69,727451,0,152,2,1,0,0,0,0,0,1,0
"1218",25707,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,37,731773,0,21,1,1,0,0,1,0,0,1,0
"1219",59062,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,54,736979,0,71,4,1,0,1,0,1,0,0,0
"1220",76624,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,59,729461,1,899,1,1,0,0,0,0,0,1,0
"1221",66000,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,74,730952,0,711,1,0,1,0,0,0,0,0,1
"1222",27683,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,43,736674,0,351,2,1,0,1,0,0,0,0,1
"1223",7500,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,29,736918,0,119,1,1,0,0,1,0,0,1,0
"1224",40521,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,53,736431,0,21,3,1,0,0,0,0,0,0,1
"1225",20427,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,48,729522,0,10,2,1,0,1,0,0,0,0,1
"1226",65106,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,46,729461,1,973,2,1,0,0,0,1,0,0,0
"1227",69969,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,56,728274,2,1536,1,0,0,1,0,1,0,0,0
"1228",67433,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,69,732322,1,992,3,1,0,0,0,1,0,0,0
"1229",77766,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,54,730281,1,1529,2,1,0,1,0,1,0,0,0
"1230",74716,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,49,733721,0,860,2,1,0,0,0,1,0,0,0
"1231",68118,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,58,731500,0,928,1,1,0,0,0,0,0,0,0
"1232",55158,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,51,727209,0,418,3,1,0,1,0,1,0,0,0
"1233",62972,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,66,737040,0,587,2,1,0,0,1,1,0,0,0
"1234",74190,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,46,733844,0,641,2,1,0,0,0,1,0,0,0
"1235",39356,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,45,731349,1,23,3,1,0,0,0,1,0,0,0
"1236",76653,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,52,732291,2,2279,1,0,0,0,0,0,0,0,1
"1237",35860,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,48,731288,1,49,2,1,0,1,0,0,0,0,0
"1238",90687,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,38,730192,1,1779,0,0,0,1,0,0,0,0,0
"1239",73450,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,39,736187,2,1804,1,0,1,0,0,0,0,0,1
"1240",31454,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,61,735975,0,48,3,1,0,0,0,1,0,0,0
"1241",47139,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,69,736097,0,83,2,1,0,0,0,0,0,1,0
"1242",83829,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,46,735152,3,1862,0,0,0,0,0,0,0,0,0
"1243",53378,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,58,729338,0,793,3,1,0,1,0,1,0,0,0
"1244",19656,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,51,735395,0,84,2,1,0,0,0,0,0,0,1
"1245",45579,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,73,730830,0,183,2,1,0,1,0,1,0,0,0
"1246",85485,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,63,730526,0,1383,0,0,0,0,1,0,0,1,0
"1247",55956,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,77,735701,1,999,1,0,0,0,0,1,0,0,0
"1248",64191,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,58,730312,0,825,1,1,1,0,0,0,0,1,0
"1249",38808,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,49,728639,1,246,1,1,0,0,0,0,0,1,0
"1250",57183,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,55,731349,0,610,3,1,1,0,0,1,0,0,0
"1251",23748,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,53,730373,0,76,1,1,1,0,0,0,0,0,0
"1252",66303,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,50,728820,1,1286,2,1,0,0,0,1,0,0,0
"1253",37368,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,46,732169,1,30,2,1,1,0,0,1,0,0,0
"1254",40800,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,57,737982,0,99,4,1,0,0,0,1,0,0,0
"1255",71847,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,43,730434,1,1192,0,0,0,0,0,0,0,0,0
"1256",46149,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,46,727451,0,362,2,1,0,0,0,1,0,0,0
"1257",78687,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,38,734848,1,2130,1,0,0,0,0,0,0,0,1
"1258",49118,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,50,731561,2,1229,0,0,0,0,1,0,0,0,0
"1259",37633,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,64,730799,0,38,3,1,0,1,0,1,0,0,0
"1260",39767,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,70,730496,0,485,1,0,1,0,0,0,0,0,1
"1261",26997,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,70,736217,0,434,1,0,0,0,1,1,0,0,0
"1262",33986,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,51,733175,0,44,1,1,0,0,0,0,0,0,0
"1263",57091,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,49,729643,1,496,2,1,0,1,0,1,0,0,0
"1264",46831,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,52,735274,0,78,3,1,0,0,1,1,0,0,0
"1265",83151,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,49,734664,3,2346,1,0,1,0,0,1,0,0,0
"1266",52531,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,50,727056,0,794,1,0,0,0,0,1,0,0,0
"1267",15759,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,65,736278,0,17,1,0,0,0,0,1,0,0,0
"1268",22804,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,50,726844,0,26,1,1,0,0,0,0,0,1,0
"1269",43050,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,48,731714,0,76,2,1,0,0,1,1,0,0,0
"1270",42997,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,44,735457,0,15,2,1,0,1,0,0,0,1,0
"1271",48918,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,58,733874,0,62,2,1,0,1,0,0,0,1,0
"1272",60033,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,67,727696,0,198,2,1,1,0,0,0,0,0,1
"1273",34043,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,43,728943,0,49,2,1,0,1,0,0,0,0,1
"1274",57811,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,55,729430,1,802,2,1,0,0,0,0,0,0,1
"1275",78569,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,75,731377,1,1736,1,0,0,0,0,1,0,0,0
"1276",7500,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,43,728152,0,57,2,1,0,0,0,0,0,1,0
"1277",157733,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,50,736735,0,59,2,1,1,0,0,0,0,0,1
"1278",94384,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,68,736827,3,2302,1,0,0,0,0,0,0,0,1
"1279",23148,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,36,731742,0,37,1,0,0,0,1,1,0,0,0
"1280",44267,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,51,729185,0,310,2,1,0,0,0,0,0,0,0
"1281",71626,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,42,737678,1,1305,1,0,0,0,0,1,0,0,0
"1282",60894,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,55,727969,0,832,2,1,0,0,0,0,0,0,1
"1283",50200,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,45,737162,0,401,3,1,0,0,0,0,0,0,1
"1284",81051,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,56,729827,2,1501,1,0,0,1,0,1,0,0,0
"1285",65169,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,39,733234,4,1189,1,0,0,0,0,1,0,0,0
"1286",59868,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,49,730131,0,1194,2,1,0,0,0,0,0,0,1
"1287",65695,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,61,727025,0,656,2,1,0,1,0,1,0,0,0
"1288",64857,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,65,729643,0,1540,0,0,1,0,0,0,0,1,0
"1289",45143,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,56,728639,0,311,2,1,1,0,0,0,0,0,1
"1290",74805,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,66,735852,0,820,2,1,0,0,1,0,0,0,1
"1291",59060,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,32,734330,0,274,2,1,0,0,1,1,0,0,0
"1292",27238,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,59,730952,0,57,2,1,0,1,0,0,0,1,0
"1293",47009,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,56,737709,0,448,2,1,0,0,0,0,0,0,1
"1294",46094,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,48,734544,0,44,3,1,0,0,1,1,0,0,0
"1295",40321,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,49,727574,0,102,3,1,0,0,0,1,0,0,0
"1296",37235,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,37,737951,0,61,2,1,0,0,0,0,0,0,1
"1297",81843,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,61,730222,0,1643,1,0,1,0,0,1,0,0,0
"1298",46692,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,63,736005,0,397,2,1,1,0,0,0,0,0,1
"1299",77382,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,53,735791,1,1121,2,1,0,0,0,0,0,0,1
"1300",37774,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,44,737009,1,473,2,1,0,0,0,0,0,1,0
